id,school_inep_fk
3513,15116034
3514,15116034
3515,15116034
3516,15116034
3517,15116034
3518,15116034
3519,15116034
3520,15116034
3521,15116034
3522,15116034
3523,15116034
3526,15116034
3527,15116034
4816,15116034
4818,15116034
4224,15118169
4225,15118169
4227,15118169
4230,15118169
4231,15118169
4232,15118169
4233,15118169
4295,15118169
4297,15118169
4298,15118169
4513,15120112
4514,15120112
4515,15120112
4516,15120112
4517,15120112
4518,15120112
4519,15120112
4520,15120112
4521,15120112
4522,15120112
4523,15120112
4524,15120112
4525,15120112
4526,15120112
4527,15120112
4528,15120112
4629,15140197
4630,15140197
4631,15140197
4647,15140197
4927,15147320
4930,15147320
4935,15147320
4938,15147320
4947,15147320
4948,15147320
4950,15147320
4951,15147320
4953,15147320
4954,15147320
4955,15147320
4956,15147320
4958,15147320
4959,15147320
4961,15147320
4963,15147320
4964,15147320
4965,15147320
4966,15147320
4967,15147320
4968,15147320
4969,15147320
4970,15147320
4971,15147320
4972,15147320
4973,15147320
4974,15147320
4975,15147320
4976,15147320
5190,15147401
5274,15147401
5275,15147401
5276,15147401
5277,15147401
5278,15147401
5279,15147401
5280,15147401
5281,15147401
5282,15147401
5283,15147401
5285,15147401
4493,15147436
4497,15147436
4498,15147436
4499,15147436
4500,15147436
4501,15147436
4502,15147436
4503,15147436
4506,15147436
4507,15147436
4508,15147436
4827,15147436
4840,15147436
4989,15147436
4151,15156915
4152,15156915
4153,15156915
4154,15156915
4155,15156915
4156,15156915
4157,15156915
4158,15156915
4159,15156915
4160,15156915
4161,15156915
4162,15156915
4163,15156915
4164,15156915
4165,15156915
4174,15156915
4175,15156915
3447,15158152
3448,15158152
3449,15158152
3450,15158152
3451,15158152
3452,15158152
3453,15158152
3454,15158152
3455,15158152
3456,15158152
3457,15158152
3459,15158152
3460,15158152
3461,15158152
3462,15158152
3463,15158152
3464,15158152
3465,15158152
3466,15158152
3467,15158152
5519,15158152
4013,15159280
4014,15159280
4015,15159280
4016,15159280
4018,15159280
4020,15159280
4021,15159280
4022,15159280
4031,15159280
4032,15159280
4034,15159280
4036,15159280
4038,15159280
4040,15159280
4042,15159280
4043,15159280
3116,15160718
3117,15160718
3118,15160718
3119,15160718
3120,15160718
3121,15160718
3122,15160718
3123,15160718
3124,15160718
3125,15160718
3167,15165078
3168,15165078
3170,15165078
3171,15165078
3172,15165078
3173,15165078
3174,15165078
3176,15165078
3181,15165078
3182,15165078
3183,15165078
3184,15165078
3185,15165078
3935,15165078
4456,15167968
4457,15167968
4458,15167968
4459,15167968
4460,15167968
4461,15167968
4462,15167968
4463,15167968
4841,15167968
4843,15167968
4635,15168077
4636,15168077
4637,15168077
4638,15168077
4639,15168077
4640,15168077
4641,15168077
4642,15168077
3126,15168085
3127,15168085
3128,15168085
3129,15168085
3130,15168085
3131,15168085
3134,15168085
3135,15168085
3136,15168085
3138,15168085
3139,15168085
3398,15171272
3405,15171272
3406,15171272
3407,15171272
3408,15171272
3975,15171272
3976,15171272
3977,15171272
4491,15171272
4492,15171272
3610,15172872
3611,15172872
3612,15172872
4367,15172872
4368,15172872
4369,15172872
4370,15172872
4817,15172872
3800,15173585
3801,15173585
3802,15173585
3803,15173585
3805,15173585
3806,15173585
3807,15173585
3953,15173585
4222,15173755
4717,15175286
4718,15175286
5026,15179192
5033,15179192
5034,15179192
5035,15179192
5036,15179192
5037,15179192
5038,15179192
5039,15179192
5040,15179192
5041,15179192
5042,15179192
5043,15179192
5044,15179192
5045,15179192
5058,15179192
5059,15179192
5060,15179192
5073,15179192
3714,15219143
3715,15219143
3716,15219143
3717,15219143
3718,15219143
3719,15219143
3720,15219143
3721,15219143
3722,15219143
3723,15219143
3724,15219143
3725,15219143
3726,15219143
3727,15219143
3728,15219143
3729,15219143
3730,15219143
3731,15219143
3732,15219143
3918,15533042
3923,15533042
3924,15533042
3925,15533042
3926,15533042
3927,15533042
3928,15533042
3929,15533042
3930,15533042
3931,15533042
3933,15533042
3934,15533042
4837,15535860
4839,15535860
4978,15535860
4979,15535860
4987,15535860
5323,15535860
5324,15535860
5325,15535860
5326,15535860
5327,15535860
5328,15535860
5329,15535860
5330,15535860
5331,15535860
5332,15535860
5333,15535860
5334,15535860
5335,15535860
5336,15535860
5339,15535860
5351,15535860
5352,15535860
5455,15535860
5213,15538672
5234,15538672
5255,15538672
5257,15538672
5258,15538672
5260,15538672
5262,15538672
5263,15538672
5265,15538672
5266,15538672
5268,15538672
5269,15538672
5293,15538672
5008,15538923
5009,15538923
5010,15538923
5011,15538923
5012,15538923
5013,15538923
5014,15538923
5015,15538923
5016,15538923
5017,15538923
5018,15538923
5019,15538923
5020,15538923
5023,15538923
5024,15538923
3877,15555429
3878,15555429
3879,15555429
3880,15555429
3881,15555429
3882,15555429
3883,15555429
3884,15555429
3885,15555429
3886,15555429
4799,15555437
4801,15555437
4802,15555437
4803,15555437
4804,15555437
4805,15555437
4806,15555437
4807,15555437
4808,15555437
4809,15555437
4810,15555437
4813,15555437
4814,15555437
4815,15555437
5321,15555437
3812,15561070
3813,15561070
3817,15561070
3818,15561070
3825,15561070
3826,15561070
3827,15561070
3829,15561070
3830,15561070
3832,15561070
3835,15561070
3840,15561070
3841,15561070
3842,15561070
3843,15561070
3845,15561070
3847,15561070
3851,15561070
3855,15561070
3865,15561070
3868,15561070
3876,15561070
4305,15565661
4314,15565661
4315,15565661
4316,15565661
4317,15565661
4318,15565661
4321,15565661
5313,15565661
5358,15577180
5359,15577180
5361,15577180
3067,15577210
3069,15577210
3071,15577210
3073,15577210
3075,15577210
3076,15577210
3077,15577210
3078,15577210
3079,15577210
3080,15577210
3081,15577210
3082,15577210
3431,15577228
3432,15577228
3433,15577228
3434,15577228
3435,15577228
3436,15577228
3437,15577228
3438,15577228
3439,15577228
3440,15577228
3441,15577228
3442,15577228
3443,15577228
3444,15577228
3445,15577228
3446,15577228
669,21022712
658,21022755
749,21022780
751,21022780
752,21022780
758,21022780
8904,21023298
8905,21023298
8906,21023298
8907,21023298
8908,21023298
8909,21023298
8732,21023468
8741,21023468
8742,21023468
8743,21023468
8744,21023468
8703,21023565
8704,21023565
8705,21023565
8706,21023565
8707,21023565
8708,21023565
8709,21023565
8710,21023565
8711,21023565
8875,21023565
8876,21023565
8878,21023565
8879,21023565
8880,21023565
8798,21023808
8810,21023808
8812,21023808
8813,21023808
8814,21023808
8815,21023808
8816,21023808
8817,21023808
8818,21023808
8819,21023808
8820,21023808
8821,21023808
8822,21023808
8823,21023808
8856,21023808
8857,21023808
8858,21023808
8788,21023875
8825,21023875
8826,21023875
8827,21023875
8828,21023875
8720,21023883
8725,21023883
8726,21023883
8727,21023883
8728,21023883
8729,21023883
8730,21023883
8731,21023883
8861,21023883
8862,21023883
8863,21023883
8864,21023883
8865,21023883
8866,21023883
8867,21023883
8868,21023883
8869,21023883
8870,21023883
8733,21024146
8736,21024146
8738,21024146
8739,21024146
8740,21024146
4004,21027676
4665,21030383
4676,21030383
4681,21030383
4682,21030383
4683,21030383
4684,21030383
5198,21030383
5199,21030383
5200,21030383
5201,21030383
5205,21030383
5206,21030383
5207,21030383
5208,21030383
5209,21030383
5210,21030383
5211,21030383
5212,21030383
5213,21030383
5214,21030383
5215,21030383
5216,21030383
5217,21030383
5218,21030383
5219,21030383
5742,21030383
5743,21030383
5747,21030383
5755,21030383
5756,21030383
5758,21030383
5933,21030383
5963,21030383
6026,21030383
6045,21030383
6064,21030383
6066,21030383
6090,21030383
6091,21030383
6092,21030383
6093,21030383
6094,21030383
6095,21030383
6096,21030383
6099,21030383
6100,21030383
6101,21030383
6102,21030383
6103,21030383
6318,21030383
6319,21030383
6475,21030383
6476,21030383
6477,21030383
6485,21030383
6496,21030383
4485,21030391
4486,21030391
5527,21030391
4783,21030413
5506,21030413
5508,21030413
5509,21030413
5510,21030413
6284,21030413
6285,21030413
6397,21030413
6398,21030413
6401,21030413
6414,21030413
6374,21030456
5532,21030464
5554,21030464
6009,21030464
5796,21030537
5797,21030537
5932,21030537
5958,21030537
5451,21030553
5452,21030553
5453,21030553
5454,21030553
5457,21030553
6342,21030553
6345,21030553
6346,21030553
5798,21030561
4699,21030588
4701,21030588
4702,21030588
4703,21030588
4704,21030588
5159,21030588
5163,21030588
5164,21030588
5166,21030588
5167,21030588
5585,21030588
5587,21030588
5588,21030588
5703,21030588
5884,21030588
5886,21030588
5887,21030588
5888,21030588
4585,21030600
5320,21030600
5321,21030600
5502,21030600
5503,21030600
5632,21030600
5633,21030600
5635,21030600
5636,21030600
6396,21030600
6405,21030600
6406,21030600
6411,21030600
6412,21030600
6413,21030600
4677,21030626
4692,21030626
5309,21030626
5310,21030626
5313,21030626
5314,21030626
5315,21030626
5316,21030626
6351,21030626
6352,21030626
6353,21030626
6354,21030626
6355,21030626
6356,21030626
4688,21030634
4690,21030634
4691,21030634
4693,21030634
5360,21030634
5366,21030634
5367,21030634
5368,21030634
5369,21030634
5569,21030634
6256,21030634
6268,21030634
6291,21030634
6292,21030634
6293,21030634
6296,21030634
5346,21030642
5354,21030642
5356,21030642
5825,21030642
5826,21030642
5827,21030642
5828,21030642
6387,21030642
4528,21030650
4570,21030650
4571,21030650
5093,21030650
5094,21030650
5095,21030650
5852,21030650
5853,21030650
5854,21030650
6457,21030650
6459,21030650
4566,21030707
4569,21030707
5153,21030707
5154,21030707
5155,21030707
5643,21030707
5644,21030707
5645,21030707
5647,21030707
6361,21030707
6375,21030707
6377,21030707
6379,21030707
6380,21030707
6381,21030707
6528,21030707
6529,21030707
6604,21030707
6606,21030707
6607,21030707
4470,21030723
5102,21030723
5103,21030723
5105,21030723
5106,21030723
5107,21030723
5555,21030723
5952,21030723
5953,21030723
5954,21030723
5960,21030723
6298,21030782
6299,21030782
6300,21030782
6301,21030782
6302,21030782
6303,21030782
6304,21030782
4491,21030790
4495,21030790
5076,21030790
5078,21030790
5079,21030790
5080,21030790
5081,21030790
5084,21030790
5085,21030790
5370,21030790
5371,21030790
5372,21030790
5772,21030790
5773,21030790
6067,21030790
6068,21030790
6069,21030790
6070,21030790
6071,21030790
6072,21030790
6073,21030790
6074,21030790
6075,21030790
6076,21030790
6077,21030790
6097,21030790
6585,21030790
6586,21030790
6587,21030790
6588,21030790
6589,21030790
4970,21030863
4971,21030863
5540,21030863
5542,21030863
4826,21030901
4829,21030901
5010,21030901
5012,21030901
5568,21030901
6310,21030901
6311,21030901
6312,21030901
4761,21030936
4764,21030936
5069,21030936
5070,21030936
5071,21030936
5072,21030936
5073,21030936
5333,21030936
5334,21030936
5340,21030936
5342,21030936
5770,21030936
6021,21030936
6022,21030936
6363,21030936
6364,21030936
6365,21030936
6382,21030936
6383,21030936
6384,21030936
6385,21030936
4938,21030944
4939,21030944
5484,21030944
5485,21030944
6250,21030944
6251,21030944
4547,21030995
4549,21030995
4551,21030995
4553,21030995
4557,21030995
4561,21030995
5045,21030995
5049,21030995
5051,21030995
5052,21030995
5054,21030995
5055,21030995
5057,21030995
5123,21030995
5610,21030995
5611,21030995
5614,21030995
5615,21030995
5616,21030995
5617,21030995
5618,21030995
5936,21030995
5937,21030995
5949,21030995
6104,21030995
6105,21030995
6106,21030995
6107,21030995
6108,21030995
6109,21030995
6264,21030995
6265,21030995
6266,21030995
6322,21030995
6426,21030995
6501,21030995
6531,21030995
6532,21030995
6533,21030995
6534,21030995
6537,21030995
6548,21030995
6551,21030995
6553,21030995
6555,21030995
4936,21031029
4937,21031029
5486,21031029
6252,21031029
6253,21031029
4814,21031037
4816,21031037
4818,21031037
5126,21031037
5127,21031037
5128,21031037
5303,21031037
5780,21031037
5781,21031037
5956,21031037
5991,21031037
5992,21031037
5993,21031037
5994,21031037
6007,21031037
6497,21031037
6499,21031037
4918,21031045
5170,21031045
5172,21031045
5173,21031045
5873,21031045
5874,21031045
5875,21031045
4820,21031053
4821,21031053
5111,21031053
6260,21031053
6278,21031053
4916,21031061
4942,21031061
4943,21031061
4952,21031061
5478,21031061
5480,21031061
6243,21031061
6244,21031061
6245,21031061
6246,21031061
4617,21031070
4621,21031070
4622,21031070
4623,21031070
5256,21031070
5257,21031070
5258,21031070
5259,21031070
6078,21031070
6079,21031070
6080,21031070
6081,21031070
6082,21031070
6083,21031070
4590,21031118
4594,21031118
4799,21031118
5406,21031118
5436,21031118
5437,21031118
5446,21031118
5448,21031118
6238,21031118
6239,21031118
6240,21031118
6241,21031118
6242,21031118
6561,21031118
6567,21031118
6568,21031118
6569,21031118
6570,21031118
5174,21031126
5175,21031126
5177,21031126
5700,21031126
5879,21031126
5880,21031126
6436,21031126
6458,21031126
4535,21031134
5243,21031134
5244,21031134
5245,21031134
5246,21031134
5247,21031134
5248,21031134
5249,21031134
5250,21031134
5251,21031134
5855,21031134
5856,21031134
5857,21031134
5858,21031134
5859,21031134
5860,21031134
5861,21031134
5863,21031134
6425,21031134
5183,21031177
5184,21031177
5185,21031177
5186,21031177
5678,21031177
5869,21031177
5870,21031177
5872,21031177
6455,21031177
6498,21031177
4873,21031185
4876,21031185
5236,21031185
5237,21031185
5239,21031185
5736,21031185
5737,21031185
6041,21031185
6042,21031185
6043,21031185
6044,21031185
6267,21031185
6277,21031185
6433,21031185
6608,21031185
6609,21031185
4869,21031223
5552,21031223
5806,21031223
6010,21031223
6017,21031223
6341,21031223
6416,21031223
4885,21031231
4886,21031231
4888,21031231
5470,21031231
5471,21031231
5474,21031231
5476,21031231
6417,21031231
6419,21031231
6420,21031231
4788,21031240
4792,21031240
4968,21031240
5461,21031240
5479,21031240
5489,21031240
5490,21031240
5500,21031240
5501,21031240
5639,21031240
5716,21031240
5718,21031240
6325,21031240
6328,21031240
6330,21031240
6331,21031240
6525,21031240
6526,21031240
6562,21031240
5380,21031282
5830,21031282
4867,21031304
5395,21031304
5396,21031304
5397,21031304
6288,21031304
6289,21031304
6290,21031304
6297,21031304
5434,21031312
5438,21031312
5463,21031312
5467,21031312
5477,21031312
5497,21031312
5499,21031312
5838,21031312
5841,21031312
5842,21031312
5843,21031312
5844,21031312
5845,21031312
5846,21031312
5847,21031312
5848,21031312
5849,21031312
5850,21031312
5851,21031312
6018,21031312
4612,21031320
5137,21031320
5138,21031320
5583,21031320
5988,21031320
5989,21031320
5996,21031320
5998,21031320
5223,21031339
5224,21031339
5225,21031339
5226,21031339
5941,21031339
5990,21031339
5995,21031339
6403,21031339
4652,21031347
5260,21031347
5261,21031347
5263,21031347
5265,21031347
5266,21031347
6084,21031347
6085,21031347
6086,21031347
6087,21031347
6088,21031347
6089,21031347
5317,21031355
5318,21031355
6408,21031355
5511,21031371
5512,21031371
6366,21031371
6367,21031371
6368,21031371
5023,21031380
5024,21031380
5025,21031380
5273,21031380
6049,21031380
6050,21031380
6051,21031380
6052,21031380
6053,21031380
6358,21031380
6434,21031380
4841,21031398
5122,21031398
6347,21031398
4548,21031401
4552,21031401
4554,21031401
4556,21031401
4560,21031401
4562,21031401
4565,21031401
4896,21031401
5280,21031401
5281,21031401
5282,21031401
5283,21031401
5285,21031401
5287,21031401
5288,21031401
5591,21031401
6000,21031401
6001,21031401
6002,21031401
6003,21031401
6004,21031401
6005,21031401
6006,21031401
6400,21031401
4632,21031410
4633,21031410
5088,21031410
5090,21031410
5864,21031410
5865,21031410
5866,21031410
4595,21031444
4597,21031444
4598,21031444
4601,21031444
4611,21031444
4619,21031444
4624,21031444
5384,21031444
5385,21031444
5386,21031444
5387,21031444
5388,21031444
5389,21031444
5390,21031444
5391,21031444
5392,21031444
5607,21031444
5650,21031444
5690,21031444
6269,21031444
6270,21031444
6271,21031444
6272,21031444
6273,21031444
6274,21031444
6275,21031444
6276,21031444
6306,21031444
6389,21031444
6563,21031444
6564,21031444
4500,21031460
4506,21031460
4507,21031460
4708,21031460
5262,21031460
5270,21031460
5272,21031460
5274,21031460
5292,21031460
5518,21031460
5519,21031460
5584,21031460
5653,21031460
5661,21031460
5664,21031460
6025,21031460
6029,21031460
6030,21031460
6032,21031460
6034,21031460
6040,21031460
6111,21031460
6407,21031460
6465,21031460
6466,21031460
6467,21031460
6469,21031460
6470,21031460
6471,21031460
715,21031967
716,21031967
717,21031967
974,21041555
975,21041555
978,21041555
979,21041555
967,21041733
971,21041733
972,21041733
973,21041733
1091,21041806
1092,21041806
1093,21041806
1094,21041806
1095,21041806
1100,21041806
1137,21041873
1141,21041873
1142,21041873
1143,21041873
1039,21041938
1040,21041938
1041,21041938
1048,21041938
992,21041970
1054,21042055
1056,21042055
1102,21042187
1109,21042195
1111,21042195
1114,21042195
1115,21042195
1016,21042276
1017,21042276
1018,21042276
1019,21042276
1020,21042276
1022,21042276
1024,21042276
1128,21042330
4680,21216037
4685,21216037
4696,21216355
4697,21216355
4698,21216355
5091,21216355
5092,21216355
5096,21216355
5867,21216355
6359,21216355
6456,21216355
4773,21239320
5494,21239320
5496,21239320
6386,21239320
5169,21246696
5551,21257108
6014,21257108
4607,21257116
4608,21257116
5422,21257116
5423,21257116
5428,21257116
5441,21257116
6011,21257116
6012,21257116
6013,21257116
6015,21257116
4932,21258066
4934,21258066
4935,21258066
5469,21258066
5473,21258066
5475,21258066
6257,21258066
6258,21258066
6259,21258066
6651,21258066
3677,21262810
3695,21262810
3696,21262810
3697,21262810
3698,21262810
3699,21262810
3700,21262810
3701,21262810
3702,21262810
3703,21262810
3704,21262810
3705,21262810
5458,21262993
4824,21263000
5132,21263000
5294,21263000
5557,21263000
6371,21263035
6522,21263035
4466,21263051
5142,21263051
5145,21263051
5147,21263051
5149,21263051
5151,21263051
5152,21263051
5820,21263051
5893,21263051
5894,21263051
5895,21263051
5896,21263051
5897,21263051
5898,21263051
5899,21263051
5900,21263051
5901,21263051
5959,21263051
6435,21263051
6449,21263051
6451,21263051
4469,21268240
4475,21268240
4476,21268240
4479,21268240
4480,21268240
4499,21268240
5345,21268240
5347,21268240
5348,21268240
5350,21268240
5351,21268240
5358,21268240
5359,21268240
5361,21268240
5362,21268240
5363,21268240
5364,21268240
5365,21268240
5672,21268240
5673,21268240
5693,21268240
5694,21268240
5695,21268240
5696,21268240
5698,21268240
5706,21268240
5707,21268240
5708,21268240
5709,21268240
5903,21268240
5904,21268240
5905,21268240
5906,21268240
5907,21268240
5908,21268240
5909,21268240
5910,21268240
5911,21268240
5912,21268240
5913,21268240
5914,21268240
5915,21268240
6591,21268240
6592,21268240
6593,21268240
6594,21268240
6595,21268240
6596,21268240
6597,21268240
6598,21268240
6599,21268240
6616,21268240
6617,21268240
6618,21268240
6619,21268240
6620,21268240
6621,21268240
6622,21268240
6623,21268240
6624,21268240
4539,21273677
5018,21273677
5019,21273677
5063,21273677
5064,21273677
5065,21273677
5233,21273677
5968,21273677
5969,21273677
5970,21273677
5971,21273677
5459,21273685
5460,21273685
6370,21273685
6601,21273685
4724,21273693
4725,21273693
4727,21273693
4729,21273693
4974,21273693
4975,21273693
4976,21273693
5187,21273693
5188,21273693
5189,21273693
5190,21273693
5192,21273693
5400,21273693
5638,21273693
5640,21273693
5641,21273693
5663,21273693
5665,21273693
5681,21273693
6202,21273693
6205,21273693
6214,21273693
6227,21273693
6228,21273693
6229,21273693
6571,21273693
6577,21273693
6579,21273693
6580,21273693
4686,21279799
5528,21279799
6394,21279799
5016,21320004
5465,21320004
6428,21320004
5383,21320012
6323,21320012
4945,21320217
4947,21320217
5482,21320217
5483,21320217
6263,21320217
5401,21320608
5417,21320608
5918,21320608
5919,21320608
5928,21320608
5929,21320608
5930,21320608
5931,21320608
5939,21320608
4853,21492212
4854,21492212
4855,21492212
4857,21492212
4858,21492212
5232,21492212
5462,21492212
5516,21492212
5517,21492212
5533,21492212
5560,21492212
5561,21492212
5562,21492212
5563,21492212
5564,21492212
5565,21492212
5566,21492212
5704,21492212
6247,21492212
6248,21492212
6249,21492212
6329,21492212
6333,21492212
6334,21492212
6335,21492212
6336,21492212
6337,21492212
6338,21492212
6339,21492212
6340,21492212
4516,21492220
4519,21492220
4534,21492220
5289,21492220
5296,21492220
5297,21492220
5298,21492220
5299,21492220
5300,21492220
5301,21492220
5302,21492220
5343,21492220
5541,21492220
5916,21492220
5917,21492220
5922,21492220
5923,21492220
5924,21492220
5925,21492220
5926,21492220
5927,21492220
6057,21492220
6058,21492220
6610,21492220
6629,21492220
6630,21492220
6631,21492220
6633,21492220
4572,21492239
5424,21492239
5425,21492239
5439,21492239
5546,21492239
5943,21492239
5946,21492239
4740,21492247
4741,21492247
4742,21492247
4743,21492247
4744,21492247
4746,21492247
4750,21492247
4751,21492247
5030,21492247
5033,21492247
5034,21492247
5035,21492247
5036,21492247
5037,21492247
5038,21492247
5039,21492247
5041,21492247
5042,21492247
5139,21492247
5235,21492247
5810,21492247
5811,21492247
5812,21492247
5813,21492247
5814,21492247
5815,21492247
5816,21492247
5817,21492247
5818,21492247
5819,21492247
5947,21492247
5276,21586675
5277,21586675
5278,21586675
5279,21586675
5964,21586675
5965,21586675
5966,21586675
5967,21586675
303,24010111
297,24010200
1140,24025976
1141,24025976
1142,24025976
1143,24025976
1200,24025976
1201,24025976
1202,24025976
1203,24025976
1209,24025976
1210,24025976
1146,24026042
1162,24026042
1198,24026042
1165,24026050
1166,24026050
1196,24026050
1197,24026050
1144,24026069
1152,24026069
1153,24026069
1154,24026069
1155,24026069
1156,24026069
1157,24026069
1158,24026069
1159,24026069
1161,24026069
1163,24026069
1164,24026069
1185,24026069
1187,24026069
1190,24026069
1193,24026069
1194,24026069
1195,24026069
1125,24026077
1128,24026077
1131,24026077
1132,24026077
1133,24026077
1135,24026077
1136,24026077
1137,24026077
1138,24026077
1139,24026077
1145,24026077
1171,24026077
1172,24026077
